titulo,clip,n_frames,luma_media,frac_oscuros,movimiento_global,actividad_boca,textura_boca,estado,razones,texto
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0138,75,105.04,0.0,3.347,7.586,14.72,keep,promovido_de_review,si vamos 700 kilometros amigo el chavon ya se dormio y no deja dormir al resto
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0139,100,106.2,0.0,2.783,9.892,14.56,keep,,digo vou escucharte como hace esto no es un ser humano es un camion de basura
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0140,75,105.47,0.0,3.482,10.953,19.21,keep,,digo agarra pone la pala del camion de basura cuando esta compactando basura
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0141,100,108.49,0.0,3.11,10.062,21.49,keep,,es mas inesuoso que esto y el chavon a ese parecia que se moria amigos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0142,175,107.33,0.0,3.706,20.73,24.61,keep,,asi ha y voy a decir se va a morir que pase algo o sea o que se muera
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0143,75,105.13,0.0,3.183,12.41,18.98,keep,,o que se despierte pero que bueno a todo esto
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0144,75,108.63,0.0,2.45,9.148,20.96,keep,,yo ya estaba o sea hasta ahi estaba bien porque yo iba adelante
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0145,100,110.19,0.0,2.829,10.119,19.34,keep,,y todavia no me habia dormido en el tiempo que se habia dormido el
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0147,125,107.0,0.0,2.801,8.297,19.6,keep,,ya estabamos llegando a brasil en un momento se pone a manejar el camion de basura
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0148,175,108.11,0.0,3.211,12.028,26.41,keep,,que decia no yo manejo perfecto soy fangio yo soy ayrton sena
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0149,75,106.18,0.0,2.911,9.382,20.26,keep,,a todo esto todos nos mirabamos porque tenia una pinta de que era todo mentira
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0150,150,106.64,0.0,3.339,10.052,20.04,keep,,cuestiona amigos que tenia un gps de pozos aparecio un pozo en el gps y el chavon a 140 al chincuechento
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0151,100,108.34,0.0,3.572,12.561,20.32,keep,,10 metros entonces en un momento claro juancito que era el dueño del auto a rave decia
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0152,100,109.09,0.0,2.81,10.449,19.09,keep,,boludo te estas comiendo todos los pozos vamos a reventar una cubierta
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0153,125,108.46,0.0,3.04,10.415,21.92,keep,,o sea fijate esquivalo los pozos dice no no si pasa que si esquivaba o el se tenia que agarrar otro
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0154,125,103.8,0.0,2.838,8.608,15.53,keep,promovido_de_review,dice amigos estoy viendo la ruta va rompe esto del auto estamos en el medio de la celva te da cuenta que aca no hay nada
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0155,100,105.0,0.0,2.836,9.571,17.97,keep,,bueno juancito ya lo ultimo ibamos todos asi con cara de horto
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0156,100,102.71,0.0,3.251,10.909,12.63,keep,,y hacia pla pla y yo lo miraba a juancito y juancito hacia
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0157,98,103.59,0.0,3.031,13.156,21.52,keep,,y hacia mira lo unico que hacia ya no le decia nada
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0158,75,97.66,0.0,3.81,12.409,19.65,keep,,porque ya el ambiente adentro del auto estaba bastante tenso
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0159,100,103.26,0.0,3.645,10.718,16.5,keep,,a todo esto luciano ya se empezaba a poner ansioso porque san pablo se acercaba
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0160,75,109.58,0.0,4.966,17.531,21.91,keep,,o sea ya ah no no pare antes de eso
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0161,75,104.92,0.0,3.317,10.534,17.62,keep,,en un momento me despierto y se va a cargar combustible
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0162,100,105.46,0.0,3.456,8.905,19.61,keep,,que alla dice en pencina cuando va a cargar combustible frenamos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0163,75,106.4,0.0,4.052,12.211,22.49,keep,,hola si como te va lleno de premium
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0164,100,106.57,0.0,3.782,11.16,26.68,keep,,no se fai no se fai fai la voce va llenar
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0165,100,108.45,0.0,3.099,9.439,18.97,keep,,y digo amigo en que momento entramos a brasil
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0166,75,110.9,0.0,2.777,7.165,16.14,keep,promovido_de_review,entonces me dice esta flallando jero
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0167,100,107.86,0.0,2.706,7.42,16.2,keep,promovido_de_review,amigo este chabon hablo en portugues no no estamos en uruguay no estamos en uruguay boludo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0168,75,104.28,0.0,3.307,7.655,15.47,keep,promovido_de_review,esto brasil hablo en brasil este hablo en portugues
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0169,100,106.65,0.0,2.668,8.722,19.51,keep,,es br a ver a ver a ver preguntarle preguntarle aceptas reais
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0170,75,106.76,0.0,3.819,11.119,19.06,keep,,si mais reais eupe su uruguay
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0171,75,105.91,0.0,3.142,9.071,17.61,keep,,entonces yo digo amigo es br te das cuenta
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0172,100,106.53,0.0,4.589,16.137,20.79,keep,,entonces le digo loco donde estamos entonces dice en rivera
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0173,75,103.81,0.0,3.769,9.167,21.13,keep,,esto es partido de rivera no se que mierda me entro a decir
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0174,100,106.75,0.0,3.015,9.332,17.99,keep,,digo pero esto es brasil o es uruguay entonces claro no entendiamos nada
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0175,75,98.33,0.0,4.193,10.105,15.9,keep,,hasta que encontramos una persona que hablaba español
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0176,75,108.72,0.0,2.715,9.444,19.5,keep,,entonces dice no ustedes entraron aca hay una frontera
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0177,100,107.15,0.0,2.713,10.296,22.19,keep,,que es uruguay y brasil y es frontera
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0178,75,106.84,0.0,2.841,9.565,19.75,keep,,entonces hablan en portugues pero este es el lado de brasil
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0179,125,108.27,0.0,3.399,12.778,17.52,keep,,uyy boludo lo dije no pasamos por el no hicimos la entrada al pais
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0180,100,108.74,0.0,4.418,13.652,16.41,keep,,estamos en brasil pero todo entonces me dice no dice y ahora que hacemos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0181,125,108.5,0.0,3.137,10.469,20.09,keep,,volvemos y entramos por otro lado no ni en pedo estas viendo el gps
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0182,125,106.45,0.0,2.917,9.034,17.52,keep,,bueno lulo a todo esto ya estaba desquiciado decia esto ya me huele mal
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0183,100,102.92,0.0,2.854,8.97,16.93,keep,promovido_de_review,ya estamos llegando a san pablo y no estan prestando atencion
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0184,100,102.74,0.0,3.336,8.861,16.56,keep,promovido_de_review,y saben que pasa si en san pablo nos equivocamos bueno le digo luciano calmate
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0185,75,105.35,0.0,3.502,8.548,17.66,keep,promovido_de_review,porque faltan 1000 kilometros para san pablo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0186,125,106.75,0.0,3.153,9.379,20.22,keep,,no se cuanto falta para san pablo faltan un monton para san pablo bueno agarramos le digo y se cambiemos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0187,75,107.62,0.0,2.798,8.133,18.85,keep,,que no maneje mas este chabon porque estaba agarrando a todos los pozos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0188,75,107.43,0.0,4.732,13.117,18.02,keep,,y aca la ruta esta malisima a todo esto frenamos en esta estacion
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0189,75,117.6,0.0,3.644,12.082,23.9,keep,,y veiamos por la television que habia un monton de argentinos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0190,100,108.96,0.0,2.987,10.273,20.43,keep,,que se mataban en la ruta me acuerdo que en un dia murieron 11 argentinos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0191,125,101.22,0.0,4.549,12.998,18.06,keep,,porque alla en la ruta hay muchas que son de montañas y no tienen warrain entonces segui de largo y viajaba viajaba hasta el fondo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0192,75,97.58,0.0,5.49,12.794,19.98,keep,,entonces agarra ya estabamos todos reperseguidos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0193,100,106.7,0.0,4.164,14.493,17.73,keep,,estamos en la autopista a todo esto ya dormir de dia todos chivados
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0200,98,110.28,0.0,4.059,14.814,21.73,keep,,pero a la vez levantabas temperatura entonces te levantabas todo chivado por arriba
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0201,100,107.37,0.0,3.641,12.941,23.47,keep,,por abajo te daba frio y el sol no no no no era una
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0202,125,102.86,0.0,5.805,15.552,18.59,keep,,habia una humedad porque ya estabamos por o sea como en la parte de cerca de misiones
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0203,75,103.82,0.0,5.829,16.715,18.13,keep,,o sea mas o menos mas arriba de misiones imaginense la humedad que hay
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0205,75,103.84,0.0,3.138,8.971,16.62,keep,promovido_de_review,nos despertamos estabamos llegando a san pablo a quien le toca claro
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0206,125,104.39,0.0,2.661,9.901,19.48,keep,,el tema era que nosotros teniamos los turnos ya para manejar de diferentes maneras
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0207,100,107.86,0.0,3.145,9.676,22.43,keep,,o sea al que le tocaba le tocaba no podiamos respetabamos las horas de sueño
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0208,75,109.83,0.0,3.594,11.151,21.55,keep,,y de manejo o sea nunca una persona podia manejar mas de 8 horas
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0209,100,108.7,0.0,2.966,10.12,19.17,keep,,el turno anterior habia sido el de lulo y no habia sido el de juancito y yo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0210,75,110.4,0.0,3.038,9.56,24.77,keep,,le tocaba a lulo y a el y lulo ya habia manejado le tocaba al gordo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0211,75,103.89,0.0,3.877,11.233,16.96,keep,,bueno le tocaba a alan el camion de ya camion de basura
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0212,75,101.24,0.0,3.552,10.577,15.67,keep,,entonces luciano se sienta de copiloto
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0213,75,105.46,0.0,2.946,8.39,20.65,keep,,y el chavon adelante entonces estabamos viendo los carteles
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0214,75,103.77,0.0,3.2,8.937,19.06,keep,,de cercania a san pablo entonces siempre el problema ah tambien el problema era que
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0215,100,109.69,0.0,2.984,11.43,23.7,keep,,decian che el asiento mas adelante loco no entraba no entraba nada no la siento mas atras
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0216,100,106.71,0.0,3.679,13.223,23.28,keep,,bueno llegabamos a san pablo veiamos los carteles yo veia que luciano ya empezaba a
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0217,75,101.53,0.0,3.773,10.767,18.46,keep,,a ponerse loco entonces luciano de copiloto
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0218,75,104.33,0.0,2.649,7.38,17.66,keep,promovido_de_review,y el gordo manejando el camion de basura manejando ah dice
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0219,100,106.16,0.0,2.313,7.474,14.71,keep,promovido_de_review,bueno escuchamos una cosa estamos llegando a san pablo ahora tenes que poner maxima atencion
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0220,100,107.34,0.0,2.667,8.692,18.69,keep,,en todo lo que te voy a decir vos no vas a mirar el gps
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0221,75,104.89,0.0,2.664,8.579,18.06,keep,,no vas a mirar el gps vas a escuchar lo que yo te digo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0222,75,105.79,0.0,2.787,8.293,19.19,keep,,y vas a hacer lo que yo te digo bueno bueno entonces estabamos asi
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0223,75,103.42,0.0,3.447,11.115,17.88,keep,,eh san pablo no se cuanto tiempo ha habido llegando en un momento
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0224,100,106.57,0.0,3.448,9.62,16.54,keep,,llegamos a las autopistas llegamos a las autopistas y habiamos cambiado
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0225,75,108.29,0.0,3.268,9.785,27.57,keep,,yo les habia cambiado al gps le habia cambiado
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0226,75,108.65,0.0,3.043,9.456,23.73,keep,,vieron que todo dio una flechita al gps bueno yo le habia cambiado
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0227,75,108.33,0.0,3.556,11.556,20.74,keep,,y puse un pajarito que volaba entonces vos veias el pajarito
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0228,75,107.3,0.0,3.173,10.539,20.33,keep,,que volaba en el mapa entonces estaba vos veias el pajarito
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0229,100,106.85,0.0,3.402,9.425,17.36,keep,,en un momento empezamos a ver y yo veia que habia autopistas que nos pasaban por arriba
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0230,100,105.2,0.0,2.817,9.306,17.46,keep,,y no estaban en el mapa entonces yo le digo a vos actualizaste el gps
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0231,75,106.2,0.0,2.81,7.839,16.16,keep,promovido_de_review,le digo porque toda esta ruta que estan pasandonos por arriba
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0232,75,104.65,0.0,2.511,7.365,17.43,keep,promovido_de_review,yo no las veo en el mapa entonces dice
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0233,75,108.58,0.0,3.194,11.188,19.15,keep,,uu me olvide pero no pasa nada seguimos los carteles
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0234,75,106.15,0.0,4.05,12.627,19.1,keep,,vos sos pelotudo y ahi luciano les
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0235,75,101.46,0.0,4.204,11.9,17.11,keep,,pero fue increible al toque dijo vos sos pelotudo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0236,100,107.58,0.0,3.733,11.549,22.86,keep,,aparte de imaginate una persona con la que no tenes confianza que la viste una vez en tu vida
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0237,75,107.36,0.0,2.898,9.719,23.46,keep,,hace horas que la conoces ya se estaban insultando o sea luciano resultaba a el
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0238,75,105.21,0.0,3.625,13.541,17.76,keep,,por parte de luciano te mata vos sos pelotudo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0239,75,99.74,0.0,4.142,17.548,26.99,keep,,lo unico que te dije es que el tolice es el gps ahora nos vamos a morir
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0240,100,97.76,0.0,3.918,13.385,20.37,keep,,ahora nos sabemos que hacer y ahora como mierda sabemos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0241,75,109.91,0.0,3.578,12.136,22.38,keep,,entonces le digo bueno para para para bajar la velocidad
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0242,75,107.3,0.0,3.331,10.869,20.26,keep,,miremos los carteles y tratemos de deducir entre todos por donde mierda ir
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0243,75,98.11,0.0,4.509,16.213,21.78,keep,,no nos vamos a morir nos vamos a morir lo unico que te dije
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0244,100,104.71,0.0,5.677,16.085,18.04,keep,,a tolice es el gps y se mueve y no me olvide pasa que sali con todo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0245,75,102.74,0.0,4.053,12.146,20.92,keep,,agarre los agujes que mierda me importa los agujes yo te dije que traia los agujes
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0246,100,100.99,0.0,4.233,12.165,23.31,keep,,te dije que el tolice es el gps por que teniamos que pasar por san pablo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0247,75,107.68,0.0,4.112,14.807,22.06,keep,,y aca no entonces bueno discusion digo luciano para de gritar
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0248,75,109.93,0.0,3.112,9.964,20.76,keep,,no se griten mas vamos a solucionarlo a todo esto ya habia que girar
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0249,100,108.64,0.0,2.867,10.4,23.32,keep,,en un momento el gps empieza a decir a mil metros gire a la derecha
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0250,75,108.39,0.0,2.905,8.59,20.84,keep,,bueno tirate la derecha entonces valgord dice si
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0251,100,105.55,0.0,3.399,11.461,22.28,keep,,tirate la derecha no puedo tenia un camion te estoy diciendo que te tienes a la derecha
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0252,75,106.72,0.0,3.282,11.373,30.08,keep,,a 500 metros doble la derecha tirate la derecha
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0253,100,107.1,0.0,5.095,16.35,31.06,keep,,tengo un camion con acoplado luciano no puedo tirate a la derecha
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0254,100,106.26,0.0,3.827,14.446,25.48,keep,,doble a 200 metros tome la salida tenia un camion con acoplado
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0255,75,104.19,0.0,4.099,18.558,31.53,keep,,doble la derecha doble la derecha no puedo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0256,75,104.01,0.0,3.988,19.994,26.82,keep,,tirate la derecha recalculando nooo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0257,75,101.07,0.0,6.811,16.178,21.93,keep,,no sos un imbecil ves que sos un imbecil no vamos a morir
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0258,100,105.62,0.0,4.576,12.455,23.96,keep,,no se que le dice digo para para para
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0259,75,107.58,0.0,3.444,12.106,27.82,keep,,le digo frena el auto frena el auto no se puede frenar aca
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0260,75,98.39,0.0,5.67,14.883,22.42,keep,,dice yo te dije que doble la derecha que carajo estas haciendo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0261,75,101.18,0.0,4.167,14.989,22.38,keep,,te das cuenta ahora estamos perdidos en san pablo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0262,100,106.1,0.0,4.109,12.718,26.39,keep,,y ahora vamos a saber lo que es esto mirad a ver todas las favelas que hay aca al costado
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0263,75,100.56,0.0,3.656,11.975,24.74,keep,,no entender nada sos un pelo a todo sos un inservible
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0264,75,105.4,0.0,5.989,16.41,17.97,keep,,bueno a todo esto le digo lulo ya esta amigo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0265,75,98.16,0.0,4.435,15.511,22.03,keep,,ya esta vamos a ver como salimos mira aparece en el gps
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0266,75,104.61,0.0,4.003,12.988,24.09,keep,,y el pajarito y luciano decia quien mierda
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0267,75,102.56,0.0,3.826,11.655,22.67,keep,,poso ese pajaro no se ve nada por donde vamos
